id,user1_stance1,user1_comment,user1_confidence,user1_time,annotator_id,user2_stance1,user2_comment,user2_confidence,user2_time,user2_annotator_id
1386102777626103813,hesitant,,5,44.554,user_15,hesitant,,2.0,64.737,user_13
1386443864668401668,anti,,4,28.999,user_13,pro,"not sure if they think it's rushed or not, also plague inc is their source of info ....",2.0,139.033,user_14
1386662069714538499,irrelevant,,5,623.092,user_14,hesitant,,2.0,29.191,user_13
1386972812154445824,irrelevant,,5,18.728,user_16,pro,,4.0,23.629,user_17
1387070854933073922,irrelevant,,5,34.392,user_9,pro,,4.0,175.429,user_8
1387906053841448960,irrelevant,,5,13.722,user_14,pro,,5.0,14.864,user_13
1388206112453709825,irrelevant,,5,23.116,user_7,pro,,4.0,81.234,user_8
1388408868896575489,pro,,5,14.162,user_13,irrelevant,,5.0,611.42,user_14
1388509679853125634,anti,,5,35.61,user_9,irrelevant,Speaking like the side effects exist but are minor enough for them to not be an issue.,3.0,59.653,user_7
1389340486587097088,hesitant,,5,27.982,user_15,anti,probably a joke,3.0,209.797,user_14
1389351790580146176,hesitant,"The person's preference for the testing over the vaccine clinic implies a distaste for the vaccine itself, however, could be a literal tweet on not knowing.",2,94.807,user_7,irrelevant,,5.0,33.868,user_8
1390294870602915844,hesitant,,5,9.805,user_15,irrelevant,,5.0,9.458,user_14
1390375340682321922,pro,"I believe the user is a pro-vaxx because they want to avoid the death of elderly people (ie. grandma), but this could also be an irrelevant tweet.",2,85.973,user_4,pro,,3.0,19.446,user_6
1391121255366004740,hesitant,Link to page with scientific evidence about the info that worries the author of the tweet,5,185.74,user_6,hesitant,"Personal concern for the effects, but presents evidence to others to potentially make them less pro-vaccine",2.0,63.104,user_5
1391702121058164736,irrelevant,The relevance is tentative at best since it is rather non-sensical logic,3,130.289,user_7,hesitant,,5.0,56.932,user_9
1392089971612286979,anti,unsure about context or meaning but sounds anti-vaccine,2,77.343,user_7,pro,,4.0,29.759,user_9
1392557846076739584,pro,,5,36.575,user_6,pro,"Could be disappointment that the vaccine is not 100% effective and potentially not recommended, or alternatively in support of them working at all",2.0,60.634,user_5
1393544371136389120,pro,,5,15.223,user_15,irrelevant,,4.0,19.182,user_13
1393569155262173184,irrelevant,,4,69.705,user_6,pro,,3.0,14.71,user_5
1393708600548368385,pro,,3,448.984,user_5,irrelevant,,5.0,17.404,user_4
1394625246091743236,irrelevant,,5,8.94,user_11,pro,not sure if it is sarcasm,2.0,3081.34,user_12
1395290833839001600,pro,,4,9.58,user_8,irrelevant,,5.0,11.886,user_7
1395421633477857288,irrelevant,,3,31.819,user_13,anti,suppose it could be irrelevant but it seems pretty anti-vax/mask,2.0,22.886,user_14
1396914656447500291,irrelevant,"I still chose irrelevant because it's not anti-, but not pro- either.",2,64.657,user_6,anti,,2.0,14.243,user_5
1397540736762060808,hesitant,,5,26.163,user_15,irrelevant,,5.0,66.681,user_14
1398052861183807489,pro,From the text only it looks like pro-vaccine sentiment for pfizer. However the second half of text is part of another tweet and the original is anti-vaccine,3,159.874,user_10,anti,,5.0,15.79,user_11
1399654070655152128,anti,vaccine has less side effect than flu shot,5,21.299,user_1,pro,,5.0,14.488,user_2
1399662831637651459,pro,,5,16.934,user_9,irrelevant,,5.0,356.082,user_8
1399697478715326473,pro,,4,47.46,user_4,anti,,3.0,38.694,user_6
1399709806659870723,pro,,5,12.927,user_9,anti,,4.0,11.361,user_8
1399776750318624772,pro,,2,53.059,user_15,pro,,3.0,55.366,user_13
1400479168601722880,hesitant,,5,8.957,user_15,anti,,4.0,20.543,user_13
1400554619252576264,pro,Don't know what Pyaar ke is but also not sure whether it being mathematically greater than means vaccine side effects frames the vaccine positively or negatively.,2,102.282,user_7,irrelevant,,5.0,14.106,user_9
1401314365949845505,anti,,4,12.301,user_5,pro,"This person wonders if there was long-term testing, maybe we could learn more about long-term side effects.",3.0,72.277,user_4
1401612809759346691,anti,"calls it firing squad, but they are waiting in the line for it....",2,20.647,user_8,hesitant,,4.0,57.595,user_7
1401909697553203201,hesitant,,4,57.999,user_10,pro,,4.0,40.95,user_11
1402032096911179778,irrelevant,,5,44.796,user_2,pro,,4.0,48.034,user_1
1402229631160360963,hesitant,,3,64.198,user_13,pro,,4.0,35.266,user_15
1402412152003125253,hesitant,,4,104.138,user_15,anti,,4.0,43.315,user_13
1402741510332899330,irrelevant,,5,28.189,user_10,anti,,4.0,13.733,user_11
1402982337537724419,irrelevant,"Stated things, uncertain tendencies",3,109.985,user_9,anti,,4.0,13.315,user_8
1404101805592694792,irrelevant,,5,29.144,user_9,pro,not completely convinced over tweets meaning,2.0,61.419,user_7
1404490788659212292,anti,,4,7.934,user_14,pro,,5.0,20.835,user_15
1405648605613072389,anti,,5,45.179,user_11,hesitant,,5.0,22.472,user_10
1405891466141093889,hesitant,"The article in the link uses quotation marks around the words ""vaccine"", ""pandemic"" etc, and generally turns people against vaccine",4,108.36,user_6,irrelevant,"The tweet is informative, as so is the link provided, used to inform people about vaccines and informed consent.",5.0,128.006,user_4
1405921140808327175,irrelevant,,2,54.033,user_13,pro,,5.0,45.222,user_15
1406311215131996162,anti,,2,48.672,user_13,anti,,5.0,6.087,user_14
1406383861815250944,irrelevant,Negative comments around other restrictions for the unvaccinated,2,99.611,user_5,anti,Not sure whether this is against mandatory vaccination or vaccine too,2.0,284.286,user_6
1406555722939191299,hesitant,,4,17.497,user_9,anti,not exactly a complaint i suppose,3.0,25.323,user_8
1406920798519058432,pro,,5,12.141,user_15,irrelevant,,5.0,6.923,user_14
1406981020600221703,pro,,5,74.926,user_8,irrelevant,"Seems to be stating events only, But this person was vaccinated",3.0,112.776,user_9
1407101284826550292,hesitant,,4,251.328,user_9,irrelevant,unsure about meaning,3.0,58.121,user_7
1408132801380159489,pro,,5,34.72,user_10,irrelevant,,4.0,347.455,user_12
1408140057169571848,anti,,5,7.508,user_11,irrelevant,,5.0,11.776,user_10
1408789468232966151,pro,"The user is pro-vaccine as they already had their dose, thus they are getting side effects.",5,36.345,user_4,irrelevant,"person got a vaccine, is just complaining about side effects",3.0,26.919,user_5
1408800735513387016,pro,,3,13.216,user_5,irrelevant,,4.0,32.734,user_6
1408903848270381060,hesitant,,5,17.539,user_15,anti,,2.0,94.879,user_13
1409211960781017091,hesitant,,4,13.011,user_13,irrelevant,,5.0,247.265,user_14
1409526964654809092,irrelevant,not exactly anti vaccine but this would probably cause less people to get vaccinated,2,94.16,user_14,hesitant,,3.0,89.129,user_15
1410686034548043777,pro,,5,26.886,user_9,anti,,4.0,14.013,user_7
1412184232357732354,irrelevant,hard to work out stance on vaccines,5,16.367,user_1,hesitant,,5.0,10.347,user_2
1412782838143913984,irrelevant,"The tweet itself is informative (so irrelevant), but the link provided reflects the opinions of a family that is suffering due to the covid-19 vaccine.",5,152.997,user_4,anti,"negative story about the vaccine, but is news reporting rather than opinion",3.0,57.11,user_5
1413097296607080454,irrelevant,,5,19.076,user_14,pro,,3.0,85.142,user_15
1414582003668815877,anti,,5,10.697,user_8,irrelevant,,5.0,25.16,user_7
1415346104468529153,irrelevant,,4,141.57,user_17,anti,,5.0,32.308,user_16
1416359894110937089,irrelevant,,5,10.29,user_11,hesitant,,4.0,29.57,user_12
1416366748278927361,anti,,5,16.126,user_10,hesitant,,5.0,19.157,user_12
1416837512459276289,irrelevant,,4,17.698,user_1,hesitant,,3.0,41.623,user_2
1417076029076692996,pro,,5,20.639,user_16,irrelevant,,4.0,15.275,user_17
1417196097135693830,pro,,2,30.675,user_16,pro,,5.0,44.775,user_17
1417500909504958467,irrelevant,,5,8.988,user_5,hesitant,"Not sure about the context (""to gather""?)",2.0,185.182,user_6
1417593644660531210,irrelevant,quoting someone else ,2,26.302,user_14,pro,,3.0,11.817,user_15
1417818097679880192,irrelevant,,3,16.236,user_2,anti,"saying the vaccine will kill people, which is misinformation",4.0,43.032,user_1
1418351993878421505,anti,Suggests those with vaccines are severally disabled? (hence using alternate computer interaction interfaces with the tongue),4,38.699,user_5,irrelevant,This is a sarcastic tweet that I don't really understand. But I believe that the tweet is either irrelevant or the user is a pro-vaxxer.,2.0,82.783,user_4
1418648404834541570,pro,,4,30.353,user_6,irrelevant,"Someone arguing that the country doesn't have vaccines due to ""unforseen circumstances"", thus the tweet doesn't explicitely reflect the user's stance.",5.0,52.364,user_4
1418649017999892489,pro,,5,27.86,user_7,irrelevant,,5.0,9.899,user_9
1418654162485596161,pro,"Clearly pro-, but might be seen as irrelevant due to context missing",3,56.11,user_6,pro,Concerns the education of people giving vaccines (which may be interpreted as giving pro-vaccine stances credibility),2.0,50.66,user_5
1419018631795539969,anti,,5,13.693,user_10,hesitant,,4.0,135.507,user_12
1419341497342865409,pro,,5,36.319,user_13,hesitant,,5.0,9.309,user_15
1419743390195871744,hesitant,,5,83.973,user_11,irrelevant,,5.0,116.799,user_12
1420078258301939717,anti,,4,82.272,user_11,hesitant,,5.0,76.298,user_12
1420353542817202185,anti,,5,13.71,user_6,irrelevant,This tweet is very confusing. I don't know if it is relevant or anti-vaxx.,2.0,78.152,user_4
1420496870305148931,anti,,5,77.666,user_13,hesitant,,5.0,35.32,user_15
1420766979317772297,pro,,5,38.278,user_4,pro,"American madman, basically",2.0,65.082,user_5
1420867896461332483,pro,,5,105.508,user_2,anti,,5.0,7.983,user_1
1421156601705156612,pro,,5,13.232,user_1,irrelevant,,5.0,17.222,user_2
1421232433110949888,pro,,4,3405.02,user_13,hesitant,,5.0,16.099,user_15
1421448986691440641,pro,,5,17.916,user_9,irrelevant,,5.0,43.192,user_7
1421533419360505866,pro,,4,19.009,user_4,irrelevant,,4.0,18.111,user_6
1421942068549652490,anti,,5,16.365,user_11,irrelevant,,5.0,26.105,user_10
1422156566908788740,pro,,4,10.212,user_8,irrelevant,,5.0,39.281,user_7
1422660173215240198,pro,,5,45.397,user_15,anti,"this is hard to understand, they contradict themselves.",2.0,52.262,user_14
1422877845844492289,hesitant,,4,65.87,user_10,anti,,5.0,10.343,user_11
1422936016244068353,anti,,3,37.7,user_1,hesitant,,5.0,15.07,user_2
1422978331713097739,hesitant,,3,29.126,user_15,pro,,4.0,75.257,user_13
1423226652755116037,anti,,4,24.909,user_4,pro,,4.0,18.047,user_5
1423589247416684548,hesitant,,3,24.509,user_2,anti,,4.0,10.599,user_1
1423595483084181505,irrelevant,,5,88.764,user_10,anti,,5.0,27.494,user_11
1423684323929038851,pro,,3,15.256,user_13,irrelevant,,5.0,12.11,user_14
1424110011693871113,anti,,5,16.633,user_11,pro,,5.0,40.474,user_12
1424646940667613186,anti,,4,46.499,user_11,irrelevant,,5.0,19.476,user_10
1425485419462889479,pro,,5,8.641,user_11,anti,,4.0,917.615,user_12
1425552616717701123,irrelevant,"About mandates and coercion, not vaccine efficacy",4,50.182,user_5,anti,"The account has been suspended. Irrelevant because it refers to vaccine being mandatory, but feels more like anti-.",3.0,97.813,user_6
1425849540490448897,anti,,2,177.257,user_14,hesitant,,5.0,30.015,user_15
1425911240401031170,anti,,4,7.423,user_8,irrelevant,Uncertain stance tendency,3.0,186.472,user_9
1425969828809134081,irrelevant,,4,18.744,user_14,pro,,5.0,21.659,user_15
1426683758854410241,irrelevant,,5,88.58,user_9,pro,,5.0,24.935,user_7
1426862017936297984,anti,,5,16.102,user_4,irrelevant,,4.0,14.064,user_6
1427391415756066823,irrelevant,,5,24.088,user_16,hesitant,not sure what was the user trying to say,2.0,52.125,user_17
1428121749250400261,irrelevant,,4,32.295,user_6,hesitant,"From this user's questions, I believe they either want vaccines for students or more stricter school guidelines to avoid spreading the virus. Hence hesitancy and pro-vaxx tags have been chosen.",2.0,118.783,user_4
1429141587691462660,pro,,5,25.511,user_4,irrelevant,,3.0,15.361,user_5
1429404546623709190,hesitant,,3,27.723,user_13,pro,,4.0,17.122,user_14
1429716364441292803,pro,,5,35.948,user_13,hesitant,,3.0,21.276,user_15
1429815499890864132,hesitant,,5,24.157,user_15,pro,,5.0,25.846,user_13
1429895297509969952,anti,,4,9.948,user_11,hesitant,,5.0,17.546,user_12
1430303070689366022,pro,Sarcastic rephrasing of antivaxx tropes,5,41.559,user_11,hesitant,,4.0,48.799,user_12
1430500908639694848,irrelevant,"anti-mandate primarily, but also suspicious of efficacy",2,36.731,user_5,pro,,5.0,48.157,user_4
1430611094301724689,pro,,4,58.298,user_14,irrelevant,,2.0,27.253,user_13
1431627277486358539,hesitant,,5,46.448,user_15,anti,,5.0,16.204,user_13
1431961148929323008,pro,,4,57.028,user_7,hesitant,,4.0,157.371,user_9
1432054286859395073,irrelevant,,5,48.9,user_7,pro,,5.0,100.72,user_9
1432338787863080965,irrelevant,,5,15.111,user_16,hesitant,,4.0,11.456,user_17
1433390430666825730,pro,,2,27.999,user_15,hesitant,,4.0,5.87,user_14
1433410629583327238,pro,so confusing,2,400.974,user_14,hesitant,,3.0,18.572,user_15
1433497976580673568,irrelevant,Seems to be a joke take on both sides.,3,67.599,user_7,irrelevant,more just a statement on different political views,2.0,31.343,user_8
1433722046869950466,anti,,5,27.095,user_13,hesitant,,5.0,58.639,user_15
1433775970755006478,irrelevant,,4,13.758,user_5,pro,"This person is calling out other people who think that Bill Gates invented Covid. For the user, this is unreasonable and so they might be pro-vaxx.",3.0,78.171,user_4
1433807148245475328,pro,,3,10.292,user_5,hesitant,,5.0,20.039,user_4
1433856079037882378,anti,,4,72.232,user_14,pro,,5.0,9.709,user_15
1433885027218120705,hesitant,,5,23.636,user_15,pro,,4.0,55.895,user_13
1434583410593390593,irrelevant,,5,43.094,user_15,anti,,3.0,158.737,user_13
1434915294212882434,pro,,3,21.846,user_6,pro,Claims someone is using fear of science and fear of vaccines as a control mechanism (therefore this fear is unfounded),2.0,50.947,user_5
1435671399222370304,hesitant,not sure about this,2,157.079,user_17,irrelevant,,4.0,34.895,user_16
1435751962973286401,anti,,5,33.398,user_6,anti,"Seems to only be concerned about their own vaccination status and how vaccination status is tracked, not necessarily the vaccine itself",2.0,58.474,user_5
1436095295918690305,anti,"The user is very much against the president allowing a vaccine mandate for workers, which is the information provided in the link.",5,74.613,user_4,irrelevant,Being against mandatory vaccination doesn't imply being anti-vaxx,4.0,102.998,user_6
1436277461478690822,anti,,4,42.939,user_10,anti,Author's stance on their quotes is unclear,2.0,38.356,user_11
1436409806840074240,pro,,5,56.533,user_9,irrelevant,,5.0,67.261,user_7
1436452301611413511,irrelevant,,4,1912.118,user_12,pro,,4.0,30.985,user_10
1436627203211489280,anti,"Says the vaccine is useless, but also says people should decide for themselves",2,38.318,user_5,anti,,5.0,25.718,user_4
1436983067135074305,irrelevant,,5,78.654,user_10,anti,,4.0,190.359,user_12
1437378503436025856,anti,,4,18.544,user_16,irrelevant,did not mention vaccine,3.0,34.012,user_17
1437740730601070595,hesitant,,4,11.692,user_11,irrelevant,,4.0,70.161,user_12
1438113552657756162,pro,"effectively says be cautious of long term effects of both untreated covid, and the vaccine, but leans towards pro",2,42.725,user_5,pro,,5.0,20.683,user_6
1438142617720696839,anti,,4,28.99,user_6,irrelevant,"This tweet doesn't show the user's stance, the person is just explaining that there is no comparison between the polio and Covid-19 vaccines.",4.0,103.007,user_4
1438463673429897218,hesitant,,3,23.799,user_15,irrelevant,,5.0,13.493,user_14
1438562331429122050,anti,,3,30.641,user_13,hesitant,,3.0,29.3,user_15
1439196922699567108,hesitant,,5,69586.468,user_12,anti,,5.0,20.424,user_11
1440011430783225860,hesitant,,5,19.547,user_15,anti,"weird tweet, seems anti-vax but cant be sure",2.0,61.533,user_14
1440598987665338370,anti,,5,248.437,user_14,irrelevant,,4.0,45.24,user_13
1440693526321238016,irrelevant,,4,80.728,user_6,hesitant,The user is unsure whether making bars a vaccination site will work. The link provides info on this.,4.0,218.39,user_4
1440791513278025730,irrelevant,This tweet talks about vaccine mandates and not the vaccine itself.,5,67.143,user_4,irrelevant,"anti mandates, not anti getting the vaccine ",2.0,41.727,user_5
1441021655044657152,hesitant,,3,35.519,user_13,hesitant,,2.0,13.691,user_14
1441027286593986562,hesitant,,4,17.684,user_9,pro,,4.0,15.197,user_7
1442128618331639825,anti,not sure about this,2,1504.878,user_12,anti,,5.0,27.907,user_11
1443298298111184896,pro,,5,10.922,user_5,anti,Sarcasm,4.0,259.371,user_6
1444014692851191838,irrelevant,,5,26.909,user_8,pro,,5.0,27.862,user_9
1444215889990086656,anti,,5,285.836,user_17,irrelevant,,5.0,27.007,user_16
1445780926965846021,irrelevant,,5,107.836,user_14,pro,,5.0,12.026,user_15
1445894534806728708,irrelevant,not sure about this,2,92.199,user_12,hesitant,,4.0,9.106,user_11
1446111721580470273,irrelevant,The website is not available anymore.,5,52.414,user_4,irrelevant,"spreading information about vaccines being suspended may be viewed as anti-vaccine because it increases hesitancy, but not necessarily",2.0,53.579,user_5
1446175089414885380,anti,,2,22.159,user_13,hesitant,,5.0,11.855,user_15
1446808742759211012,hesitant,,5,23.375,user_16,anti,,5.0,26.997,user_17
1447349132155400198,hesitant,,3,39.637,user_6,anti,,5.0,49.023,user_4
1447697333060263939,pro,,5,24.758,user_14,anti,,3.0,81.967,user_13
1447708145657204736,hesitant,,4,683.192,user_12,anti,,5.0,48.268,user_10
1447869007311228931,pro,,4,16.958,user_6,hesitant,,4.0,9.646,user_5
1448203568264138753,anti,"prefaces with ""if true"" - which is not a solid stance",2,31.728,user_5,anti,,4.0,57.853,user_4
1448680411715063810,pro,,5,10.096,user_14,hesitant,,4.0,38.855,user_13
1448734217106608131,anti,,4,4.193,user_8,irrelevant,,5.0,11.172,user_9
1449163115552071681,irrelevant,,5,19.707,user_15,pro,,5.0,8.931,user_14
1450859336964657155,pro,,3,50.735,user_15,irrelevant,,2.0,44.199,user_13
1451219356441010176,hesitant,,4,9.636,user_7,anti,,4.0,4.733,user_8
1451261598790729732,irrelevant,,5,443.426,user_10,hesitant,,4.0,51.834,user_11
1451980953920884737,anti,,2,56.791,user_13,anti,,5.0,15.321,user_14
1452365634831015936,hesitant,,5,13.062,user_15,irrelevant,,5.0,14.315,user_14
1452602871384612865,irrelevant,,5,81.8,user_10,pro,,4.0,165.023,user_12
1452722987325485056,anti,,5,41.779,user_13,anti,feels like theirs 2 opinions in one tweet that contradict,2.0,250.637,user_14
